label,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,veil-type
"p","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","n","o","p","n","c","l","p"
"p","x","y","p","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","w","y","p","p"
"c","f","s","n","f","y","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","d","p"
"c","k","y","e","f","y","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","l","p"
"c","f","s","n","f","s","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","l","p"
"p","b","s","w","f","n","f","w","b","w","e","?","s","k","w","w","w","t","p","w","n","g","p"
"c","x","y","e","f","f","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","p","p"
"c","f","y","e","f","y","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","l","p"
"c","f","s","e","f","y","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","l","p"
"c","k","y","n","f","f","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","d","p"
"p","x","f","w","f","n","f","w","b","p","e","?","s","s","w","w","w","t","p","w","s","g","p"
"p","b","s","w","f","n","f","w","b","p","e","?","s","s","w","w","w","t","p","w","n","g","p"
"c","k","s","e","f","y","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"c","f","y","n","f","y","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","l","p"
"p","f","y","n","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","w","v","p","p"
"c","k","s","n","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","d","p"
"c","k","s","n","f","y","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","l","p"
"c","f","y","n","f","s","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","l","p"
"c","f","y","e","f","m","a","c","b","w","e","c","k","y","c","c","w","n","n","w","c","d","p"
"c","x","s","e","f","f","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","d","p"
"c","k","y","e","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","p","p"
"c","x","s","n","f","s","f","c","n","b","t","?","s","k","p","p","w","o","e","w","v","l","p"
"c","k","s","e","f","f","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"c","k","y","n","f","f","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","l","p"
"c","f","y","e","f","f","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","p","p"
"p","x","f","w","f","n","f","w","b","w","e","?","s","s","w","w","w","t","p","w","s","g","p"
"c","k","s","n","f","s","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","d","p"
"c","f","s","n","f","f","f","c","n","b","t","?","s","k","p","p","w","o","e","w","v","p","p"
"c","k","s","e","f","y","f","c","n","b","t","?","s","k","p","p","w","o","e","w","v","d","p"
"c","k","s","e","f","s","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"c","k","y","n","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","l","p"
"p","k","f","w","f","n","f","w","b","g","e","?","s","s","w","w","w","t","p","w","s","g","p"
"c","k","s","n","f","f","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","p","p"
"c","k","y","n","f","s","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","l","p"
"c","k","s","n","f","s","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"c","k","s","e","f","s","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","d","p"
"c","x","s","n","f","y","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","l","p"
"c","x","y","e","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","l","p"
"c","f","s","e","f","y","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","p","p"
"c","k","y","n","f","f","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","d","p"
"p","b","s","n","f","n","f","c","b","w","e","b","y","y","n","n","w","t","p","w","y","d","p"
"c","f","s","n","f","f","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","p","p"
"c","k","y","e","f","f","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","d","p"
"p","x","s","n","f","n","f","c","b","w","e","b","y","y","n","n","w","t","p","w","y","d","p"
"c","f","s","n","f","f","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","d","p"
"c","k","s","n","f","y","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","l","p"
"c","f","y","n","f","s","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","p","p"
"c","x","s","n","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","p","p"
"p","k","f","w","f","n","f","w","b","w","e","?","s","s","w","w","w","t","p","w","s","g","p"
"c","f","y","e","f","f","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","d","p"
"c","x","s","e","f","y","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","p","p"
"c","x","s","n","f","f","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","l","p"
"c","f","s","n","f","f","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","p","p"
"c","k","s","n","f","y","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"c","k","s","e","f","f","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","p","p"
"c","k","s","e","f","s","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","l","p"
"c","x","s","e","f","f","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","d","p"
"p","b","s","n","f","n","f","c","b","w","e","b","y","y","n","n","w","t","p","w","y","p","p"
"c","k","s","e","f","y","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","p","p"
"c","x","s","n","f","f","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","p","p"
"c","x","y","e","f","f","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","p","p"
"c","f","s","e","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","l","p"
"p","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","n","o","p","n","c","l","p"
"p","k","s","g","f","n","f","w","b","p","e","?","k","k","w","w","w","t","p","w","n","g","p"
"c","k","y","e","f","m","f","c","b","y","e","c","k","y","c","c","w","n","n","w","c","d","p"
"c","k","y","e","f","y","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","l","p"
"c","f","s","e","f","y","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","d","p"
"p","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","o","o","p","o","c","l","p"
"c","f","y","e","f","s","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","d","p"
"c","k","y","e","f","s","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","d","p"
"p","k","f","w","f","n","f","w","b","p","e","?","k","s","w","w","w","t","p","w","s","g","p"
"p","x","s","g","f","n","f","w","b","w","e","?","s","k","w","w","w","t","p","w","s","g","p"
"p","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","o","o","p","o","v","l","p"
"c","k","y","e","f","s","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","d","p"
"c","k","y","n","f","s","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","l","p"
"c","k","s","e","f","s","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","p","p"
"p","x","s","w","f","n","f","w","b","w","e","?","k","k","w","w","w","t","p","w","s","g","p"
"p","k","s","w","f","n","f","w","b","g","e","?","k","k","w","w","w","t","p","w","n","g","p"
"p","k","s","w","f","n","f","w","b","p","e","?","k","s","w","w","w","t","p","w","s","g","p"
"c","k","s","e","f","f","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","l","p"
"c","x","s","e","f","s","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","p","p"
"p","k","s","g","f","n","f","w","b","w","e","?","s","k","w","w","w","t","p","w","s","g","p"
"p","x","f","w","f","n","f","w","b","g","e","?","s","k","w","w","w","t","p","w","s","g","p"
"c","k","y","e","f","f","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","d","p"
"p","b","s","w","f","n","f","w","b","g","e","?","s","s","w","w","w","t","p","w","s","g","p"
"c","k","s","e","f","s","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","p","p"
"c","f","s","n","f","f","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","p","p"
"c","f","y","n","f","f","f","c","n","b","t","?","s","k","p","p","w","o","e","w","v","d","p"
"p","k","s","g","f","n","f","w","b","p","e","?","s","k","w","w","w","t","p","w","s","g","p"
"p","x","s","w","f","n","f","w","b","w","e","?","s","s","w","w","w","t","p","w","n","g","p"
"c","f","y","e","f","y","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","p","p"
"c","x","s","e","f","f","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","d","p"
"p","x","f","w","f","n","f","w","b","g","e","?","k","k","w","w","w","t","p","w","s","g","p"
"p","k","f","w","f","n","f","w","b","g","e","?","k","k","w","w","w","t","p","w","n","g","p"
"c","f","s","e","f","s","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","d","p"
"p","f","s","g","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","w","v","p","p"
"c","k","s","e","f","y","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","d","p"
"c","x","s","n","f","y","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","p","p"
"p","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","n","o","p","b","c","l","p"
"p","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","o","o","p","n","c","l","p"
"c","k","y","e","f","s","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","l","p"
"c","x","s","e","f","y","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","d","p"
"c","x","s","n","f","s","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","d","p"
"c","k","s","e","f","y","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","d","p"
"c","x","s","n","f","y","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","l","p"
"p","k","f","w","f","n","f","w","b","g","e","?","k","s","w","w","w","t","p","w","n","g","p"
"p","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","n","o","p","n","c","l","p"
"c","k","y","c","f","m","f","c","b","w","e","c","k","y","c","c","w","n","n","w","c","d","p"
"p","x","f","g","f","n","f","w","b","g","e","?","s","s","w","w","w","t","p","w","s","g","p"
"p","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","o","o","p","o","v","l","p"
"p","x","s","n","f","n","a","c","b","y","e","?","s","s","o","o","o","o","p","b","v","l","p"
"c","k","y","e","f","s","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","p","p"
"p","k","f","w","f","n","f","w","b","p","e","?","s","s","w","w","w","t","p","w","n","g","p"
"p","x","f","g","f","n","f","w","b","g","e","?","k","s","w","w","w","t","p","w","s","g","p"
"p","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","o","o","p","n","v","l","p"
"c","k","y","n","f","y","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","d","p"
"c","k","y","n","f","s","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","l","p"
"c","f","y","n","f","s","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","d","p"
"c","f","y","e","f","y","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","p","p"
"p","k","f","g","f","n","f","w","b","p","e","?","s","k","w","w","w","t","p","w","n","g","p"
"c","f","y","e","f","s","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","d","p"
"c","f","y","n","f","s","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","p","p"
"c","k","s","e","f","s","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","l","p"
"p","k","s","g","f","n","f","w","b","w","e","?","k","k","w","w","w","t","p","w","s","g","p"
"p","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","n","o","p","y","c","l","p"
"c","k","y","n","f","f","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"c","x","s","n","f","s","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","p","p"
"p","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","n","o","p","o","v","l","p"
"c","k","s","n","f","y","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","d","p"
"c","k","s","n","f","y","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","p","p"
"c","k","s","e","f","s","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","l","p"
"c","f","s","e","f","s","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","p","p"
"c","x","s","e","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","p","p"
"c","x","s","e","f","y","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","d","p"
"c","x","s","n","f","s","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","d","p"
"c","k","y","n","f","y","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","d","p"
"p","x","s","p","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","w","y","p","p"
"c","f","s","e","f","y","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","d","p"
"c","x","y","n","f","m","a","c","b","w","e","c","k","y","c","c","w","n","n","w","c","d","p"
"c","k","s","n","f","f","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","l","p"
"p","k","s","g","f","n","f","w","b","g","e","?","k","k","w","w","w","t","p","w","s","g","p"
"c","k","s","n","f","f","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","d","p"
"c","f","y","n","f","y","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","p","p"
"c","k","s","n","f","s","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","p","p"
"c","k","y","e","f","y","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","d","p"
"c","f","y","e","f","f","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","d","p"
"p","f","s","c","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","w","y","p","p"
"c","f","y","n","f","f","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","l","p"
"c","k","s","e","f","f","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","d","p"
"c","x","s","e","f","y","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","l","p"
"c","f","y","e","f","y","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","l","p"
"c","x","s","n","f","f","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","p","p"
"p","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","n","o","p","n","c","l","p"
"c","f","s","e","f","s","f","c","n","b","t","?","s","k","p","p","w","o","e","w","v","d","p"
"c","x","y","e","f","s","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","p","p"
"c","x","y","e","f","f","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","d","p"
"c","x","s","e","f","s","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","p","p"
"c","k","s","e","f","f","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","l","p"
"c","x","s","e","f","y","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","l","p"
"p","b","f","g","f","n","f","w","b","w","e","?","k","s","w","w","w","t","p","w","s","g","p"
"c","k","y","e","f","s","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","p","p"
"c","k","s","e","f","s","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","l","p"
"p","k","f","g","f","n","f","w","b","g","e","?","s","s","w","w","w","t","p","w","n","g","p"
"p","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","n","o","p","n","v","l","p"
"c","f","y","n","f","m","f","c","b","w","e","c","k","y","c","c","w","n","n","w","c","d","p"
"c","k","s","e","f","s","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","d","p"
"c","f","s","n","f","f","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"c","k","y","n","f","f","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","p","p"
"c","k","s","e","f","y","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","l","p"
"c","k","y","n","f","y","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","p","p"
"c","k","y","n","f","y","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","l","p"
"p","x","f","g","f","n","f","w","b","g","e","?","k","k","w","w","w","t","p","w","n","g","p"
"c","k","y","e","f","f","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","p","p"
"c","x","y","c","f","m","a","c","b","y","e","c","k","y","c","c","w","n","n","w","c","d","p"
"c","k","y","e","f","s","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","p","p"
"c","k","y","e","f","s","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","l","p"
"p","b","s","w","f","n","f","w","b","p","e","?","s","k","w","w","w","t","p","w","s","g","p"
"c","k","s","n","f","y","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","d","p"
"c","x","s","e","f","y","f","c","n","b","t","?","s","k","p","p","w","o","e","w","v","p","p"
"c","f","y","n","f","f","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","l","p"
"c","f","s","e","f","y","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","p","p"
"c","k","y","e","f","f","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","d","p"
"c","k","y","e","f","f","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","d","p"
"p","b","f","w","f","n","f","w","b","w","e","?","s","s","w","w","w","t","p","w","n","g","p"
"c","k","y","n","f","m","a","c","b","w","e","c","k","y","c","c","w","n","n","w","c","d","p"
"c","f","y","e","f","y","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","d","p"
"c","k","s","n","f","f","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","p","p"
"c","k","y","n","f","f","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","p","p"
"c","x","s","e","f","s","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"p","x","y","g","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","w","v","p","p"
"c","f","s","n","f","y","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","d","p"
"c","k","y","e","f","y","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","p","p"
"p","k","f","w","f","n","f","w","b","w","e","?","k","k","w","w","w","t","p","w","n","g","p"
"c","x","s","n","f","s","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","d","p"
"c","k","y","n","f","y","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","d","p"
"c","x","s","e","f","s","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","d","p"
"p","k","s","w","f","n","f","w","b","w","e","?","s","k","w","w","w","t","p","w","n","g","p"
"c","f","y","n","f","s","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","p","p"
"c","k","s","e","f","s","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","p","p"
"c","k","s","e","f","y","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","p","p"
"c","f","y","e","f","f","f","c","n","b","t","?","s","k","p","p","w","o","e","w","v","l","p"
"p","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","n","o","p","y","v","l","p"
"c","f","y","n","f","y","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","d","p"
"c","k","y","e","f","y","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","d","p"
"c","k","s","e","f","y","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","d","p"
"c","k","s","e","f","f","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","l","p"
"p","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","o","o","p","b","v","l","p"
"p","k","s","g","f","n","f","w","b","p","e","?","k","k","w","w","w","t","p","w","s","g","p"
"p","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","o","o","p","n","v","l","p"
"p","x","f","g","f","n","f","w","b","p","e","?","k","k","w","w","w","t","p","w","n","g","p"
"c","k","s","e","f","y","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","d","p"
"c","f","y","e","f","f","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","d","p"
"c","k","s","n","f","s","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","d","p"
"c","k","s","n","f","y","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","p","p"
"p","b","s","w","f","n","f","w","b","p","e","?","k","s","w","w","w","t","p","w","n","g","p"
"c","f","s","n","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","d","p"
"p","b","f","g","f","n","f","w","b","p","e","?","s","k","w","w","w","t","p","w","n","g","p"
"c","x","s","n","f","f","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","d","p"
"c","x","y","e","f","f","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","l","p"
"c","f","y","c","f","m","f","c","b","w","e","c","k","y","c","c","w","n","n","w","c","d","p"
"c","f","s","n","f","s","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","d","p"
"c","x","y","e","f","s","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","l","p"
"c","f","s","n","f","s","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"c","f","y","e","f","f","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","p","p"
"c","f","s","e","f","f","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","l","p"
"c","x","s","e","f","s","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","d","p"
"p","k","s","g","f","n","f","w","b","w","e","?","k","s","w","w","w","t","p","w","s","g","p"
"c","x","s","e","f","y","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","p","p"
"c","k","s","n","f","y","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","l","p"
"c","k","y","e","f","s","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","l","p"
"c","x","s","n","f","y","f","c","n","b","t","?","k","k","w","p","w","o","e","w","v","p","p"
"p","b","s","g","f","n","f","w","b","g","e","?","s","k","w","w","w","t","p","w","n","g","p"
"c","x","s","n","f","s","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","l","p"
"c","f","s","e","f","s","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","d","p"
"c","k","s","n","f","s","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","d","p"
"p","b","s","g","f","n","f","w","b","w","e","?","s","s","w","w","w","t","p","w","s","g","p"
"c","x","s","n","f","y","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","p","p"
"c","f","y","e","f","y","f","c","n","b","t","?","s","k","w","w","w","o","e","w","v","p","p"
"c","f","s","e","f","y","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","d","p"
"c","f","y","n","f","m","f","c","b","y","e","c","k","y","c","c","w","n","n","w","c","d","p"
"p","b","f","g","f","n","f","w","b","g","e","?","k","s","w","w","w","t","p","w","s","g","p"
"c","f","s","e","f","f","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","p","p"
"c","k","s","n","f","f","f","c","n","b","t","?","s","k","p","p","w","o","e","w","v","l","p"
"p","k","s","g","f","n","f","w","b","p","e","?","s","k","w","w","w","t","p","w","n","g","p"
"c","k","y","n","f","f","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","l","p"
"c","x","s","e","f","s","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","l","p"
"p","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","o","o","p","y","c","l","p"
"c","k","y","n","f","f","f","c","n","b","t","?","s","k","p","w","w","o","e","w","v","l","p"
"c","f","y","n","f","s","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","l","p"
"p","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","n","o","p","b","c","l","p"
"c","k","s","n","f","f","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","l","p"
"c","k","s","n","f","f","f","c","n","b","t","?","k","k","p","p","w","o","e","w","v","d","p"
"c","k","s","n","f","s","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","p","p"
"c","k","s","n","f","s","f","c","n","b","t","?","s","s","p","w","w","o","e","w","v","p","p"
"p","f","y","c","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","w","y","p","p"
"p","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","n","o","p","n","c","l","p"
"p","b","s","w","f","n","f","w","b","g","e","?","k","k","w","w","w","t","p","w","n","g","p"
"c","k","s","e","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","p","p"
"p","b","s","g","f","n","f","w","b","w","e","?","s","s","w","w","w","t","p","w","n","g","p"
"c","k","y","e","f","y","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","p","p"
"c","k","y","n","f","s","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","d","p"
"p","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","o","o","p","y","c","l","p"
"c","x","s","e","f","y","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","p","p"
"c","x","s","n","f","f","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","d","p"
"c","f","s","e","f","y","f","c","n","b","t","?","k","s","w","w","w","o","e","w","v","l","p"
"c","f","y","e","f","s","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","p","p"
"c","x","y","e","f","s","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","p","p"
"c","k","s","e","f","f","f","c","n","b","t","?","k","k","w","w","w","o","e","w","v","d","p"
"p","k","y","n","f","n","f","c","b","w","e","b","y","y","n","n","w","t","p","w","y","d","p"
"c","f","s","e","f","f","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","d","p"
"c","k","s","n","f","s","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","p","p"
"c","f","y","n","f","y","f","c","n","b","t","?","s","s","w","w","w","o","e","w","v","p","p"
"c","f","s","e","f","f","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","d","p"
"p","k","f","g","f","n","f","w","b","w","e","?","s","s","w","w","w","t","p","w","n","g","p"
"c","k","s","n","f","f","f","c","n","b","t","?","s","k","w","p","w","o","e","w","v","d","p"
"p","b","f","w","f","n","f","w","b","p","e","?","k","s","w","w","w","t","p","w","s","g","p"
"c","k","s","e","f","y","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","l","p"
"p","x","s","g","f","n","f","w","b","p","e","?","k","k","w","w","w","t","p","w","n","g","p"
"p","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","o","o","p","y","c","l","p"
"c","k","s","e","f","f","f","c","n","b","t","?","k","s","w","p","w","o","e","w","v","p","p"
"c","k","y","n","f","f","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","l","p"
"p","k","f","g","f","n","f","w","b","g","e","?","k","k","w","w","w","t","p","w","n","g","p"
"c","x","s","n","f","y","f","c","n","b","t","?","s","s","p","p","w","o","e","w","v","l","p"
"c","k","y","n","f","s","f","c","n","b","t","?","s","s","w","p","w","o","e","w","v","l","p"
"p","x","f","w","f","n","f","w","b","g","e","?","k","s","w","w","w","t","p","w","n","g","p"
"c","k","y","e","f","f","f","c","n","b","t","?","k","s","p","w","w","o","e","w","v","p","p"
"c","k","s","e","f","f","f","c","n","b","t","?","k","s","p","p","w","o","e","w","v","l","p"
"c","k","s","e","f","f","f","c","n","b","t","?","k","k","p","w","w","o","e","w","v","l","p"
